RECOGITO_ID,ANNOTATIONS,PAGE_NUMBER,ANNOTATED_TEXT,BARCODE
recogito-e8a84ae0-67c1-4aed-9f2c-1a171aba85b7,plants vegetation 25G,303,"Hierauf ſind wir gegen die Stadt Jeruſalem binan zu denen Luſt- Gårten
Salomonis kommen, welcher unten im Thal bey einem Dorfe gelegen geweſen,
maſſen denn noch allda, wie ich geſehen, allerhand ſchöne grüne Bäume davon
übrigʻzu ſehen ſeyn, wiewol ſie nicht mehr in fo gutem Stande und fruchtbar ſeyn,
weil ſie keine rechte Wartung mehr haben.",Z255430508
recogito-78e68ea2-cf4f-40b4-b87e-d21d5bc557a0,plants vegetation 25G|wine 41C711,303,"Sind darauf an den Ort kommen gegen
Morgen, wo Joſua und Caleb, die Moſes abgeſchicket, das Land Canaan ju
verkundſchaffen, die groſſe Traube abgeſchnitten, und zum Warzeichen, an einer
Stangen getragen, mit zurücke gebracht.",Z255430508
recogito-d19a1db8-ea71-4875-a22d-a7c016c6a9bb,animals 25F|horses and kindred animals 46C1314,303,"Und weil, wegen der Höhe und
groſſen ſtarcen Steine des Berges, wein Efel, der zugleich auch meine kalte Kůs
dhe tragen ſolte und muſte, mich nicht hinauf tragen konte, muſte id) zu Fuſſe hins
über gehen, und einen Éfeltreiber abgeben, damit ici) alles verſuchte.",Z255430508
recogito-52ba6e7a-321b-45d2-91ef-4073a4414f43,pages,306,-- 00307_page307.txt ---,Z255430508
recogito-07d23a67-28c4-43ad-9870-f676be309b30,plants vegetation 25G,309,"Als id nun nac) yerkens- Luſt und mit Freuden hieherum und in den brilis
gen Felfen des Grabež Shriſti alles mit Fleiß beſichtiget hatte, bin ich wieder hers
aus und in der großen Kirche Helenæ an einen Ort, nicht weit von dem heiligen
Grabe, geführet worden, allda zween runde ſchöne Marmelſteine, fünf bis ſechs
Scritte voneinander, auf der Erden gelegen, auf deren eines Stelle der HErr
Chriſtus am heiligen Oſtertage der Marien Magdalenen in Gartners- Geſtalt
( maſin Denn damals noch an der Stelle der Garten geſtanden, wojego dieſe Kirs
dhe ftehet) erfehienen, auf der andern Stelle aber die Maria Magdalena ſoll ges
ſtanden ſein, vermeinende, daß es der Gärtner im Garten wäre, biß ſie den
HErrn an der Stimme erfant, jedoch ſo nahe zu ihm nicht hinan und ihn anrüh.
ren dórifen, weil der HErr zu ihr geſagt: Nůlre mich nicht an, denn ich bin noch
nicht aufgefahren zu meinein Vater.",Z255430508
recogito-8c410d9a-c33e-4769-a8c4-d9901c64a8d4,plants vegetation 25G,309,"Das hat das todte Hole des Creußes nicht gethan, ſondern JEſus Chriſtus, ſo
daran gecreußiget worden, an dem das fromine Here Helenæ gehangen mit walcem
Glauben, und alſo dieſe Probe vorgenommen.",Z255430508
recogito-3a298442-fa1a-4a78-ac98-fe5998e53c1f,plants vegetation 25G|animals 25F|horses and kindred animals 46C1314|camel 25F24|elephant 25F25|worms 25F73,313,"Dieſe Jánder ſind ſehr Gold- reidy, und an Seiden und Wolle iſt ein groſſer Uberfluß,
und Nahrung vollauf. Dahero ein groſſer Reidythum vorhanden, weil dieſer Ko-
nig vordeifen dem König in Portugal Drachmarum aurearum millies centum mil-
lis, tauſendmal ķundert tauſend Quintlein Gold, oder fo viel Ducaten vorzuftreden
anborh. Und deßwegen kan er leicht eine Million Soldaten, das iſt, eine Armee von
jebyen mal hundert tauſend Mann ins Feld ſchaffen und ausrüſten, hat fünf hundert
abgerid, te Eliphanten, Cameel und Pferde, nach aller Noti) durft eine groſſe Zahl.",Z255430508
recogito-6b20a6ba-0293-4547-bd39-063f5399f140,animals 25F,314,"Es ift kein Ort in der ganzen Welt, der ſo wunderbare ſeltſame Thiere bat, in
der Luft, auf der Erden, und im Waſſer, als Africa, dabero auch bei den lateinern
das fragende Sprichwort entſtanden: Quid novi ex Africa?",Z255430508
recogito-8a9ba56d-b90a-4415-8550-7f855933fac7,animals 25F|plants vegetation 25G,314,"Es ſind in dieſem groſſen Reiche viel Cldſter,
Weib- und månnliches Geſchlechts. Ju die Manner- Cloſter darf kein Wrib, node
auch ein Weibesthier kommen. Sie halten die vierzig tågliche Faſten gar ſtrenge,
elſen faſtfein Brod, ſondern nar Kräuter, ſind wachſam zum continuirlichen Ge-
bet.",Z255430508
recogito-2dfd3d73-c46b-4ca6-a3f8-3774712a46c3,plants vegetation 25G,318,"Er wolte aber durchaus feine güldene Crone haben, ob er gleich das Reich
annahm, weil fein Ertoſer allda mit einer dornen Crone wåre gecrónet worden.",Z255430508
recogito-1b242808-87fe-47af-b51c-177b15e13640,plants vegetation 25G,320,"Dieſelben ſind auch Griechiſche Chriſten, warten aber derſelben nicht ſo fleißig
abe, weil ſie meiſt arme Tagelöhner ſind, und ihr Brod unter den Türcken,
denen ſie dienen und zur Hand gehen, zu Waſſer und Lande fuchen müſſen.",Z255430508
recogito-90756661-e694-4a05-8d5d-ad757080d9d2,horses and kindred animals 46C1314|animals 25F,320,"Meinen Eret ließ ich durch die
Stadt hinaus führen, weil kein fremder Chriſte durchreiten darf, und gieng
alſo mit gedachtem Münche zu Fuffe nach. Sagte mich alſo vorm Thore auit,
und bin dieſen Tag nocy, wiewol erſt gegen Mitternacht, gen Rama kornmen.",Z255430508
recogito-e47dc733-3a17-4885-a5fa-9dbcc4dc4cce,plants vegetation 25G,322,"Auf beyden Seiten ſtehen nad) der Långe hin ſchöne fruchtbare Del- Baume in
groffer Anzahl, zwiſchen denen man luſtig hinreíſet, wie és uns denn auch Anlaß
gab, weil überaus groſſe Hiße war, daß wir uns auda der Gegend bedieneten, in
lieblichen Schatten niederlegten und etwas ausruheten, dieweil wir doch noch
mit guter Zeit um balb Abend uns getraueten zu Joppen zu ſeyn, wie denn auch
geſchahe.",Z255430508
recogito-a184fc26-26ba-4dd9-aaa4-0e150f31cc21,plants vegetation 25G,323,"Ob nun zwar ſolches Jericho gang und gar zerfiðret war, und jebiger Zeit nur
ein klein Dörflein iſt, von wenig kleinen Häuſergen, ſo ſiehet und weiſet man doch
gleichwol allda noch die Orte und Spurzeichen eines und anders denckwürdis
gen Dinges, welche alida gcfchel; en feyn, befage H. Ešttlid; er Edrift, ais: daß
Zachæus, der große reiche fündhaftige Zolner, daſelbſt bekehret worden, da
denn noch die Stelie gewieſen wird, wo ſein Haus foil geſtanden haben, und der
Maulbeerbaum, auf welchen er geſtiegen, vor groſſer Begierde und Liebe, den
HErrn JEfum zu ſehen, weil er von Perſon klein war, und vor dem groſſen Geu,
dränge des Volcks nidt hinan zu dem HErrn JEſu kommen konte.",Z255430508
recogito-6d1025ae-c148-4ff6-9061-3b873bb6fd9c,plants vegetation 25G,324,"Es iſt gut wohnen in dieſer Stadt, wie mein Herr ſiehet, aber es iſt bdſe Waſſer,
und das{ and unfruchtbar, bis der Prophet Eliſa Salg in den Quell warf, da ward
es wolſdymeckend, geſund, und das Land fruchtbar, wie davon zu leſen im 2 Buch
der Kön. 2 und bey dieſem Brunn herúm follen dieſe Roſen von Jericho vordeſſen ges
wachſen und geſtanden ſeyn. Die Theologi machen von ſolder Roſe eine Deus
tung auf die unbefleckte heilige Geburt der Jungfrauen Marien, welches ich denen-
felben zu erklären anheim ſtellen will.",Z255430508
recogito-fd0fda1c-1c29-4dd9-a7c5-5985e507b42c,animals 25F|birds 25F3,325,"So wird auch in dies
fer Wůjten gezeiget der Bach und Waſſerlein, ſo in der Schrift der Bach Crit
genennet wird, an welchen GOTT den Propheten Eliam hingeben, und ſich
daſelbit verſtecken, hieſſe, da er Iſrael, um ihrer ſchrecklichen Sünde willen,
mit Dirre, theuer Zeit und Hungers- Noth ſtrafen wolte, damit er nicht für ſie
bitten folte, ihn aber, den Propheten Eliam, ernährte GOtt wunderbarlich
durch die Raben, ſo ibm Abends und Morgens Brod und Fleiſch zutragen mus
ſten, wie zu leſen im 1 B. der Kón. 17.",Z255430508
recogito-e3947e20-8c39-48a7-84ae-ac9a139c4663,animals 25F|birds 25F3,325,"Es ſoll keine lebendige Creatur leiden, und fo Vögel über daſſelbe fliegen, ſol:
len ſie herunter ſtůrken, als wenn ſie bezaubert wären. Das ganze land wird von
hieraus mit Salz verſehen, iſt 70. Meilen lang, und 60. breit. Es hat keinen
Ausgang, als unter der Erden, nimmet auch nicht zu durch uberlauf des Fluſſes,
noch durd, die Menge anderer darein fallenden Båche.",Z255430508
recogito-0fa7959e-6921-4379-9880-433e8fa73be8,plants vegetation 25G,326,"Es iſt vor Zeiten gar ein fruchtbar Thal geweſen, und kan wegen ſeinerluſtigkeit,
einem Paradieß verglichen werden, Pentapolis genannt, wegen der berülmten fünf
Stådte Sodom und Somorha, die durch Feuervom Hinmel verderbet, und in dieſes
Faule ſtingende Meer und unfruchtbare Wüſtenen verwandelt worden. Ein furde
ſames und ſchreckliches Dendzeichen der Göttlichen Rache. Joſephus, ein Sands
Kind dieſer Lånder, berid tet, daß hier rund umher Früchte wachſen, welche ſehr
ſchön und luſtig anzuſehen, fo bald man ſie aber anrühret, werden ſie zu Staub und
Aſche. Nicht weit von dar wädyſet eine gewiſſe Frucht, als eine grine welſche Nuß,
ſo ich geſehen habe, welche, wie man ſaget, niinmer reif werden ſoll.",Z255430508
recogito-ea47caac-c3b4-4d88-a0b3-c1f281aeadce,plants vegetation 25G|wine 41C711,329,"Dennich hatte vorhin ſchon ers
fahren, wie man einen um ſein Geld auf den Schiffen zu bekoften pfleget, wie
id) auch dißmal hernacy wol erfahren müſſen, ſinternal ich zu vielmalen den gans
Ben Tag init harten Pißkoten und etlichen Gläſerlein Wein müſſen verlieb nehs
men.",Z255430508
recogito-3f5546b9-da2b-41cc-aada-cc74a26b50fc,plants vegetation 25G,330,"Nachmittage ſind wir gar nale bey der Stadt
Salvia, ſo auf die InſulCypern gehöret und am Meer liegt, vorbey geſegelt. Und
weil gleich damals etliche Schiffe, darunter auch eine Frangoſiſche Polacro war,
allda im Port und Hufen lagen, haben wir dieſelben, See- Brauche nach, im
Vorbeyſegeln, mit Löſung eines Stücks und Zeigung unſers weiſſen Pan-
thirs, darinnen drey gelbe Lilien ſtunden, begrüſſet und verehret, worauf, uns zu
Ehren, die Polacro gleicher Geſtalt ein Stücklein geldfet, und uns gleichſam
Glück zur Reiſe gewünſchet.",Z255430508
recogito-f2af32ae-b9eb-4255-89f0-8f45452dc48e,plants vegetation 25G|wine 41C711,331,"Nach Mitternacht brachen wir, jedoch mit contrairen Winde, wieder auf,
dieweil er uns nicht ſo ſehr, als der vorige, ſchaden konte, da wir denn den 13.
Sept. die Barbarey noch fehen konten, und kam dieſen Tag eine Baroka an uns,
welche heftig Hagte, es wären die Malthefer an ſie kommen, und hätten ihnen iha
te Piſkoten und Wein, und was ſie gehabt, abgenommen. Es find aber die
Malthefer Galleen, fo auf dem Meere, wegen der Curfaren oder Meer- Räuber,
creußen müſſen, um derſelben Räuberey zu wehren und ihnen Widerſtand zu
thun.",Z255430508
recogito-90e1f06c-7489-4c13-b9bd-26a357432f57,plants vegetation 25G|wine 41C711,331,"Den 14. Sept. haben wir gar kein Land geſehen, und ift dieſen Tag, von
früh Morgens an, bis nachhalb Ábend, das Meer mit groſſen Wellen gegangen,
auch ſtarcker contrairer Wind gewefen, deßbarben wir, der freten Bebung und
Erſchütterung wegen des Schiffs, keinen Topf beim Feuer behalten, noch etwas
kochen können, ſondern ums mit Pißkotten und etlichen Glåferlein Wein bess
Delffen müfen.",Z255430508
recogito-257f6d38-8271-4d7e-bd5b-4b4d41f661c9,animals 25F|tortoises turtles 25F44,332,"Den 24. Sept. aber hatten wir abermals gant widerwärtigen Wind,
welcher uns gegen Sicilien verſchlug, jedoch hatten wir noch dieſe Luſt dabey, daß
die groſſen Meer: Schilt- Kröten Hauffen- weiſe zu uns an das Schiffhinan kas
men, und das Brod aufſchnappeten, ſo wir ihnen hinaus worffen.",Z255430508
recogito-793f8f33-4a2f-4b0b-8989-3831bc2ee17e,animals 25F|swimming mammal 25F27|pig 25F24,333,"Dieſen Tag kam, gleich da wir aſſen, ein groſſer Hauffe Delphine ader
Meerſchweine ans Schiff, ſy bald unter das Wasſer fuiyren, bald wieder einpor
kamen und ſich im Wajer rund umher warffen, welches denn ein grenlich
Brauſen, prißen und Platſchern gab. Es ſind ſolche Delphine groſſe Fi-
ſche, welche Köpffe und Růjd haben, wie die Schweine, deßhalben ſie audy
Meerſchweine genennet werden,",Z255430508
recogito-de698752-e6df-4ff9-832f-e73a0dd183b1,animals 25F|birds 25F3,333,"All-
hier vermeynten wir gewiß friſch Waſſer zu bekommen, dieweil wir groſſen Man:
gel daran litten, aber es war vergebens und nichts allda zu erlangen, obgleich
die Bookknechte ausſekten und ſich in folcher wůſten Jnſul fleißig darnad, um
ſahen, ſo kamen ſie doch leer wieder zurücke, und brachten nichts, als Habidite
und Stein- Falcken, die ſie in den Steinklippen ausgenommen hatten. Unſer
Capitain ließ dieſelben kochen und ſpeiſen, war aber ein ſchlecht Effen, deffer
man bald gnung kriegen korte.",Z255430508
recogito-2296c3eb-be8f-4e91-a74a-1bc5bb46575d,animals 25F|hoofed animalGOAT 25F24,335,"Den 1. Oct. ft. n. hatten wir des Nachts viel Contrairen- Wind, und den
folgenden Tag über wurd er fo ſtarck, daß er uns gegen Morgen trieb. Frůb
Morgens faljen wir gegen Morgen Land, ſoldes war die Inſul Jacheita, die
wůſt und unbewohnet iſt, und ſonſt nichts, als wilde Ziegen, häufig darauf zu
felen.",Z255430508
recogito-014bf258-316e-4847-9d2b-2168d13db9dd,subheading,338,"Das erſte Capitel.
Bie ich nach Marfilien kommen, und wie mir es da ergangen iſt.",Z255430508
recogito-19a501fc-c9f6-4169-b5bc-5b7e1172f439,animals 25F|wool 47H14|sheep 25F24,339,"Das Schiff aber, muſte mit ſeiner zu Sydon geladenen
Wolle wieder zurücke, ſich auſſer der Stadt am Caſtell ſtellen und allda etliche
Wochen auf Ancker liegen.",Z255430508
recogito-b8a84021-b24e-48dc-b14e-5ffdf0bad988,plants vegetation 25G,339,"Dieſer Ort Infermaria iſt ein von der Stadt weit abgelegenes Hauß, umher
mit einer Mauer umgeben, hat unten und oben viel Kammern, und iſt der långe
nach faſt wie ein Cloſter gebauet. Liegt gar luſtig am Meer, batunten einen groſſen
weiten Hof, und im ſelbigen ſdyöne luſtige Weingärten, friſche Brunnen, und eine
gar einſame Capelle, mit einem Kåinmerlein darben, welche ein Einſiedler, zu ſeiner
Ändaçt zu brauchen, inne hat.",Z255430508
recogito-0b5b0a8d-ce06-4a4a-8528-d72a7e0fc5f1,plants vegetation 25G|wine 41C711,339,"Und weil der Aufſeher ſolches
Hauſes fdyon Wein in Vorrath hatte, fonahmen wir, fo viel wir bedorften, bey ihm,
und dorften nicht erſt in der Stadt holen laſſen.",Z255430508
recogito-56404eb4-6edc-4266-81fe-d9b375c5643c,subheading,340,"DAS III. Capitel.
Bon der Stadt Marſilia, und was alda zu ſehen geweſen.",Z255430508
recogito-785f8544-edb4-4d6e-82d8-1385b1a318ed,plants vegetation 25G|wine 41C711,341,"Die Franzöſiſche Sprache wird nicht zierlich, ſondern gar grob allda geredet:
Aber was die Victualien und Hein betrift, ſo iſt gar wolfeil da zu feben. So hab
ich auch vor ein eigen logiment und Bette nicht mehr, als zwey Stůber, oder Solt,
15. Pfennige, unſerer Münze nad, jeden Tag geben dürffen.",Z255430508
recogito-0a81fc46-e5ef-45cf-88cb-74df61284bcc,title,343,"Das ritte Such.
Hålt in ſich meine Reiſe über Meer, von Marlilia in Frands
reid, nach Italien, und was mir fonft vorgeſtoffen,",Z255430508
recogito-5d2e0d9d-e4d3-4dc1-962a-4b0ad7526e68,animals 25F|horses and kindred animals 46C1314,344,"Da mietlete ich zwey Pferde und einen Knecht um 25.
Šolt, madyt einen halben Thaler, ohne Futter und Effen, und ritte dainit wie
der zurůcke nach Marſilien, fand aber meine Schachtel nicht, ſondern bekam die
Sachricht, ſie Fey auf ein ander Schiff, das nach uns feibige Nacht von Marſis
lien abgelauffen fey, mitgegeben, und mir nachzubringen dabey befohlen worden.",Z255430508
recogito-fa89c25a-6145-4649-b90a-149761503ebe,plants vegetation 25G|wine 41C711,344,"Als wir aber am luſtigften waren, und uiis mit einem guten Glas Wein
Gute thaten, bekamen wir Poſt von unferm Capitain, daß wir uns alsbald auf
das Schiff begeben folten, Finternal er gewiß hoffete, dieſe Nacht glücklich durcha
Jugeben, fv denn auch alſo gefchahe, da uns der Wind fügete.",Z255430508
recogito-b7282e74-cc73-49b0-b56d-d031c24f3ade,plants vegetation 25G,346,"So giebt es
auch allda über alle maſſe viel koſtbare luft- Gårten, deren Vortreflichkeiten mit
Borten nicht zu beſchreiben, noch gnugſam zu rühmen ſind.",Z255430508
recogito-2e7ea902-f0dc-4a4f-b395-61819fb2b1d3,plants vegetation 25G|animals 25F|fabulous animals 25FF,347,"Uuf Gärten iſt je und zu allen Zeiten viel ſpendiret worden. Plinius růhmet
zu ſeiner Zeit Adonis und Alcinoi, der Heſperidum und der Semiramis, Königin
zu Babylon, Gärten, und ſpricht, daß ſie die vortreflichſten geweſen, c. 4. l. 19.
Wiewol nun zwar die alten Poeten viel Fabelwerd mit eingemiſchet, als daß ſie ge-
dicytet, die Heſperides, die beyden Tództer Königes Heſperi in Jtalien, oder doch
fiin's Sohnes Atlantis, Königes in Mauritania, Crethula&amp; Hefpertufa genannt,
bårten einen ſo vortreflichen Garten in Aphrica bey der Stadt Tyxon gehabt, wors
innen güldene Perffel gewachſen, weldie ein Dradie gehütet, den aber der Hercules
umgebracht, und die Nepffel hinweg genommen; ſo haben ſie doc, ohne Zweifel das
mit die kotliche Luſt und Vortreflickeit ſolches Gartens andeuten wollen. Semi-
ramis Garten zu Babylon muß ja wol auch nicht geringes Koſtens und Anſehens gee
weſen ſeyn. Denn er ſtund auf hohen Pfeilern, gleidjam in der Luft fcwebend, und
war der Euphrat durchgeführet, weldjes denn freylid, ein Wunder anzuſehen gewes
fen, Plin. c. 14.1. 36. Einen ſolchen in die Höhe gemauerten Garten giebt es auch
zu Conſtantinopel, wiewol nichts als Cypreſſen- Bäume darinnen ſtehen, wie dro-
ben im 3. Cap. des 4. Buchs erſtes Theils dieſer Welt Beſd; auung zu ſehen. Zu
urſern Zeiten ſind auch vortrefliche Gärten hin und wieder zu finden, ſo theils von
hoben Potentaten, als andern geringern Standes- Perſonen, mit groſſen Koſten er:
bauet worden. Der Sdılackawerthiſche in Böhmen wird auf eine Tonne Goldes gee
fchåpet. Der Römiſche Cardinal Hippolitus d’Eſtee hat in Welſchland einen ſol-
den Garten ſamt einem Hofe erbauet, der einer Million wertly geſchäßet wird.
Denn zu gefchweigen aller künſtlichen Brunnen, berrlidyen Luft- und Pracht- Gebåu-
de, und unzålyſid, anderer Wunder- Sachen, ſo darinnen zu finden ſeyn, ſo iſt allda
zu ſehen, ein ſehr prächtiger Pallaſt, von auſſen und innen mit köſtlichen Statuen und
groſſen aufgerichteten Bildern gezieret, die Zimmer und Såhle auf das beſte geſchmů=/
chet und init den ſtattlichſten Betten befeßet, und fo zugeridytet, daß man die vor-
nelmſten Potentatenda aufnehmen und genugſam bewirthen kan.",Z255430508
recogito-dba902d7-06fc-4623-b19e-b11e7b54e093,pages,349,"Das VI. Capitel.
von meiner Reiſe von Livorno biß gen Piſa.",Z255430508
recogito-7554eef1-26b8-41d0-8144-2f8ba8cb1cd5,animals 25F|horses and kindred animals 46C1314,349,"Pifa iſt eine groſſe Stadt, und gröſſer, als Livorno, wiewol nicht am Mees
re, ſondern an dem groſſen Waſſer und Fluß Arna gelegen, über welchem jen-
ſeits noch eine Stadt lieget, die etwas kleiner iſt, als die hierüben diſſeits dem
Waſſer. Dieſe beyde Stadte ſind mit einer ſehr langen Brücke übers Waſſer,
die Arna, zuſaminen gebendfet, daß inan aus einer zur andern fahren, reiten und
gehen kan.",Z255430508
recogito-2a5c0e4f-5336-4b01-9f66-a86e116ae5ec,plants vegetation 25G,349,"Auch
bat die Univerſitat allda einen wunderſchönen Garten, in welchem ich geſehen,
wiezierlicher angelegt iſt, und koſtbar gebauet, und befeßet mit allerhand ſcho
nen Früchten und fremden Gewachſen, darneben denn auch ein herrliches Hauß
ſtehet, darinnen viel ungewöhnliche und ſehr wunderbare Riefen- Gebeine und
Gliedmaſſen zu ſehen ſind.",Z255430508
recogito-e7200191-9a5e-40aa-b8d6-b0e060c143fc,animals 25F|horses and kindred animals 46C1314|plants vegetation 25G,350,"Von dangen ſind wir auf Viterbo kommen. Iſt eiite ziemliche grofie
Stadt, wierool nichts fonderbares allda zu ſehen iſt, dahero audy, als wir uns
nach Nothdurft dafelbſt umgeſehen hatten, ſind wir wieder fortgeritten, und
haben den nechften Weg nach Rom geſuchet, muſten aber unterwegens durch
einen gangen Kaſtanien- Wald hindurch, ebe wir dahin kommen.",Z255430508
recogito-21dd9446-afeb-4dc7-857e-0084c9a8943c,animals 25F|beast of prey predatory animals 25F23WOLF|herd flock 47I2211|dairy products and eggs 41C64,351,"GOtt fchickte es aber ſo wunderbarlid), daß die Kinder nicht ertruncken, ſon-
dern ans Ufer ausgeworffen wurden, da dann, durch ihr erbårinliches Schreyen,
eine Wölffin in ſelbiger Gegend zugelauffen, den Kindern nicht allein fein Leid ges
than, ſondern ihnen noch darzu ihre Milch gereidet und ſie gefäuget. Und als eben
die Hirten dahin mit ihrem Viek zur Weide kamen, und den Wunderſpiegel ins Ges
Fichte bekamen und ein beftiges Seſchrey trieben, lief die Wölffin davon, und vers
ließ die Kinder: Die nahmen die Hirten, und brachten ſie ihren Herren, welche
ſolche Kinder erzogen, und den einen Romulum, den andern Remum nenneten.
und ob gleid, theils ausgeben, des Hirten Weib håtte Wölffin geheiffen, ſo iſt es
doch zweifellyaft, ſintemal noch auf den heutigen Tag zu Rom an dem Orte, da das
Waſſer die Kinder ausgeworffen, in Marmel gehauen zu ſehen, wie man denn auch
dergleichen Münze hat vor zwey tauſend ein bundert und zwanzig Jahren geſchlagen,
worauf zwen Kinderlein unter einer Wölffin liegen und ſaugen.",Z255430508
recogito-ea284582-be9d-41ab-95c6-689379133f32,animals 25F|beast of prey predatory animals 25F23WOLF|herd flock 47I2211,351,"Nadidem nun dieſe Kinder erwuchſen, und erfuhren, wie es ihnen årgangen
war, machten ſie ſich einen groſſen Anhang von Hirten, Mördern und allerley Ge-
findel, das denn zum Böſen leidyt aufzubringen, zogen wider Amulium, den
Berfolger, Brüder- und Vater- Mörder, und räumten ihn auf, den verjagten Nu-
mitorem aber hoffen ſie wieder ins Reich. Nach dieſes Ableben nahmen ſich Ro.
mulus und Remus des Regiinents an, und wurden eins an dem Orte, wo ſie bies
beij die Wölffin geſäuget, eine Stadt zu bauen, welches auch geſehen, ſo hernach
Rom genennet worden iſt.",Z255430508
recogito-88330369-359c-411f-a1f0-665f9a3a4894,animals 25F|horses and kindred animals 46C1314,354,"Von dannen bin ich auf Ancona kommen, welches eine groſſe Handels-
Stadt iſt, am Meere gelegen. Hier babe ich andere Pferde gedinget, und bin
nach Bononien, welches auch eine vornelme und ſehr grofie Staðt, und des
Papſtes iſt.",Z255430508
recogito-cc004639-ae5d-4d56-8d88-953a7b689b5f,animals 25F|horses and kindred animals 46C1314|cattle 47I21|plants vegetation 25G,355,"Hierauf muß der Fürſt ben feiner Treue angeloben, ſolche ben-
de Stücke, Gerechtigkeit und den Chriſtlichen Glauben, handzuhaben, ſolte er auch
ſo arm drüber werden, daß er ſich müſte mit Pferd und Ochſen, das iſt, als ein armer
Bauer, nåhren. Wann das geſchehen, fo fragt der Bauer weiter: Wie und mit
was Gerechtigkeit wird er mich von dieſer Stelle bringen? Und der Grafe antwor-
tet: Man wird didy mit 60. Pfennigen herab kauffen, und dieſe zwen Stücken Vieh,
Ochs und Pferd, ſollen dein ſeyn, wie aud) des Fürſten Kleid, und dein Haus fou
fren und ohn alle Beſchwerung ſeyn. Auf diß gib der Bauer dem Fürſten einen fanf-
ten Backenſchlag, und gebeut ihm, daß er foll ein recyter Richter feyn. Drauf
ſteigt der Fürſt auf den Stein, hat ein bloß Schwerd in der Hand, ſchwingt ſich
herum allenthalben über das Volck, und ſagt Gericht und Gerechtigkeit zu. Der
Bauer nimmt das Vieh, und gebet damit heim. Der Fürft zieht in S. Peters
Kirche, die allernächſt auf einem Berge gelegeu, wohnet dem GOttes- Dienſt ben,
nach deffen Endigung zeudèt er die Bauer- Kleider aus, legt ſeine Fürſtliche Kleider
an, und reitet wieder ins Feld, reßt ſich auf einen Ridyterſtuhl, und nimmt ſich des
Regiments an, und gibt die Lehen aus. Und ſo lange das währet, ſo haben die
Granecer die Gerechtigkeit: So viel Wieſen ſie abmeyen können, ſo iſt das Heu
ihr, man toſe es denn.",Z255430508
recogito-9c4f490f-d6ce-40b1-9ac1-8aa5ec35ea2c,animals 25F|sheep 25F24|table of contents,357,"Abraham, deſſen Grab, 196.000 er ſeinen Amborgau
Widder funden, 247",Z255430508
recogito-c6fd30c8-8a9f-43ac-a4d3-9fa3fce71582,plants vegetation 25G|table of contents,357,"231 Angelus ad Paftores· Kirche 268
Adams- Nepffel",Z255430508
recogito-a7c33578-461d-4bb4-89fb-391a035f1216,animals 25F|birds 25F3|table of contents,357,Adler in Candia künſtlich 108,Z255430508
recogito-7b64394f-a6dd-48da-9f98-47bc6ecc02ab,plants vegetation 25G|table of contents,357,"Aepfel, daran Adam gefündiget 207",Z255430508
recogito-1507efee-e0db-4e14-8a88-d4251ae28b2e,pages,357,--- 00358_page358.txt ---,Z255430508
recogito-dafcf1f3-fc0a-4bee-8730-b5b8fd310adb,plants vegetation 25G|table of contents,358,"Baumwolle,",Z255430508
recogito-40445428-3c7f-43b9-a01d-dbfbf9e6c70e,table of contents|plants vegetation 25G,358,"Zugſpurg, was allda zu ſehen, und was Baum ein ſehr künft- und fóſtlicher, 175",Z255430508
recogito-6d964636-43ab-45d4-9f3f-9fce0350726d,table of contents|cat 34B12|animals 25F,358,"dieſe Stadt am meiſten berühint mache einer der ſide vor Clyriſto geneigt, 258
8. keine Niaßen werden allda gefunden, etliche- Berwunderlicher Art. 288.",Z255430508
recogito-5875d24d-6d6b-46e4-b329-954eaef6c218,pages,358,--- 00359_page359.txt ---,Z255430508
recogito-4964fe02-d4da-4633-8bd5-7357bfdb485d,table of contents|plants vegetation 25G,359,"Becker, der das Brod zu klein gebacken, Brunnen, darinnen flieſſend Bed, ja
wurde in Alcair hódylid geſtraft finden, 25.",Z255430508
recogito-cf4d6d62-d6ae-4e1b-a382-c142f1b930d0,table of contents|plants vegetation 25G,359,227 Bredbacken ſehr wounderlich,Z255430508
recogito-fd358def-9169-436c-944d-c7866d206797,table of contents|plants vegetation 25G,359,"13 Brodt, das zu- Stein worden. 2",Z255430508
recogito-1d7e1e39-a998-488e-9db5-21469cb30f31,table of contents|plants vegetation 25G,359,"Bufo, Türckifdyer Trand, dem Biere gleich
Bofphorus
46",Z255430508
recogito-d3f10cbd-e456-427b-8449-5a65dc1d3083,table of contents|plants vegetation 25G,359,"129 Buſch Mofis, wo er gebrannt",Z255430508
recogito-ab083fc3-9a03-433c-8079-90073ac987fa,table of contents|animals 25F|camel 25F24,360,".308
Cameel ſo verlohren, wachet dem Autori Cararo, eine Stadt am Sclavonifchar
in der Arabiſchen Wüſten ſehr angit,",Z255430508
recogito-d04560bf-a8a9-45c3-b2f3-018c7c5e17b9,table of contents|animals 25F|camel 25F24,360,"157. wie dieſe Thiere in Arbeiten ge- S. Catharina, derfelben Kied in Al
trandet iverden",Z255430508
recogito-0ce3ee18-152b-428e-9dc8-544dea7c3966,table of contents|plants vegetation 25G,360,". 292 Cedern, wo ſie Šafomo holen laſſen",Z255430508
